Time (ns);[3Fe-4S]+ exp1;[3Fe-4S]+ exp2;[3Fe-4S]+ exp3;[4Fe-4S]2+ exp1;[4Fe-4S]2+ exp2;[4Fe-4S]2+ exp3;[4Fe-4S]2+ exp4;[4Fe-4S]2+ exp5;[4Fe-4S]2+ exp6
577;9811.1056;10557.4602;10802.1217;9457.7266;10453.2572;10561.0642;9850.6587;10883.6712;10469.7667
577.5;9679.5995;10610.384;10964.6776;9479.1275;10750.598;10619.5234;9725.5796;10527.3011;10376.5215
578;9972.1721;10072.9132;10972.2126;9975.1982;10846.7531;10134.4941;10323.8008;10633.9149;10484.9816
578.5;9866.2853;10461.8935;10655.9322;9921.2205;10498.9289;10571.1831;10092.0139;10561.1052;9833.3163
579;9861.353;10120.4853;10845.7105;10120.921;10412.6336;10208.7912;9942.7746;10617.9749;9907.7308
579.5;9900.2762;10435.3951;10540.7326;9689.3;10417.5511;10465.5964;10031.9335;10561.1523;9899.3649
580;9961.7703;10629.1523;10483.1002;9900.191;10195.7363;10406.0756;10059.6085;10628.3315;9942.5975
580.5;9706.3192;10454.2556;10822.5537;9603.6542;10120.389;10445.6972;10045.0697;10440.3075;10054.673
581;9969.75;10558.0938;10620.5269;9390.8787;10511.5758;10560.1322;10478.9359;10574.0852;10287.3456
581.5;9464.7029;10433.8331;10738.6737;9950.3437;10235.4637;10471.2831;10338.4955;10725.3755;9649.7265
582;9988.4513;10462.0276;10858.3515;9424.8156;10426.7972;10821.9212;10259.7049;10333.8207;10014.2181
582.5;9819.0518;10748.8941;10938.9944;9629.862;9983.6642;10492.5777;10102.8078;10409.217;9969.5965
583;9871.3189;10610.5248;10954.355;9762.9602;10156.9119;10411.5043;10026.5689;10453.0712;10114.0363
583.5;9972.5031;10093.3497;10652.6046;9684.6238;10071.3126;10291.3822;9716.7824;10302.7671;10021.7444
584;10057.775;10327.5182;10854.9496;9171.1609;10267.0158;10425.1877;10380.9907;10636.956;9929.2722
584.5;10118.7901;10573.0536;10767.1951;9778.7198;10248.9242;10690.2237;10338.0016;10389.0334;10120.4645
585;10620.2975;10261.4246;10795.4969;10001.7366;10387.6786;10735.2342;10262.4978;10458.0093;10104.7737
585.5;10219.9946;10279.4826;10752.4711;9731.1749;10468.3261;10595.528;9839.6636;10414.8021;9907.9255
586;10171.7176;10271.5805;11469.2185;9600.4477;9991.0989;10297.2353;9938.4304;10472.5205;9971.5146
586.5;9956.4896;10408.9543;11288.6485;9874.1272;10534.4895;10453.6725;9937.2227;10300.6732;9899.1651
587;9796.7632;10454.6423;10879.5165;9639.7098;10393.0107;10718.6645;9969.2568;10293.7911;9823.7097
587.5;9799.9434;10454.3244;10724.6463;9772.1296;10338.8977;10582.3733;10117.1094;9982.387;9776.2665
588;10002.7091;10892.0958;11030.3952;9461.9883;10286.4587;10598.5411;10071.0854;10409.4291;9675.7927
588.5;9955.0171;10654.8088;11129.3658;9909.3487;10582.9233;10479.0569;10169.0038;10161.2944;9085.8013
589;10134.5164;10775.3359;11342.5805;9732.6884;10872.6493;10213.9714;10304.3694;10515.1276;9786.3671
589.5;9954.7389;10549.6556;11264.0016;9488.5255;9988.9753;10120.5506;9884.5582;10193.3087;9517.1311
590;10127.9773;10605.0524;10928.2221;9639.0171;10202.8701;9880.4473;9699.6776;10459.3476;9666.6165
590.5;9997.7554;10791.0232;11366.9268;9552.7935;10345.4824;10161.6131;9817.5923;10153.994;9651.4957
591;9971.8073;10657.4458;11268.8792;9345.9137;10387.0596;10398.3789;10188.288;10233.3636;9770.2099
591.5;9951.0532;10723.0616;11279.9805;9929.0801;10384.7078;10297.7715;9927.672;10721.7491;9624.7247
592;10042.8931;10588.5717;10849.0009;10140.4405;10440.5582;10575.479;10119.7834;10295.4836;9779.0146
592.5;10043.2849;10858.7172;10876.703;9997.3197;10734.272;10769.4874;10000.1484;10607.9834;9871.3378
593;10126.0981;10815.6308;10937.9512;9854.8061;10181.1958;10427.5785;9892.8903;10631.5044;9456.7197
593.5;10292.7565;10693.9523;10971.333;10077.2049;10051.7015;10526.2913;9973.6475;10626.3797;9835.5903
594;10086.5635;10934.3876;11047.8466;9476.2376;9798.9364;10714.377;9973.1554;10411.8343;9393.8463
594.5;10242.6791;10421.1835;11197.5772;9896.9842;10335.1196;10377.1039;9982.3719;10760.0104;9817.9941
595;10278.03;10423.1739;10899.4382;9928.5757;10028.0127;10745.5666;9587.4015;10298.1707;9542.2357
595.5;10219.8998;10232.9834;10942.2117;10072.1725;10712.0855;10618.6164;9574.0079;10464.536;9601.172
596;10295.8746;10323.6986;10970.1424;10280.3737;10339.4514;10371.9622;9805.4011;10103.6447;9688.459
596.5;10078.601;10750.0612;10926.0167;10232.4938;10409.8851;10499.1537;9963.4938;10530.5995;9715.1114
597;9968.0395;10293.7362;10703.1111;9950.7369;10317.6903;10858.1135;9682.7548;9889.6256;9475.6264
597.5;10333.6827;10535.0634;10957.1495;10160.5794;10207.4244;10762.3806;9992.2971;10129.1425;9892.6424
598;10013.4233;10628.0134;10707.7748;9907.5422;10372.7593;10592.9667;9773.0557;10311.3972;9519.8298
598.5;10175.4477;10044.7549;10781.5699;9971.0901;10111.3254;10831.1246;9705.7502;10212.1559;9376.7792
599;10453.3448;10481.8279;10946.7975;10298.1329;10234.3962;10395.1073;9552.1262;10491.8978;9711.3943
599.5;10567.1306;10363.5794;10581.1463;10442.4174;10233.5516;10644.3551;9924.5924;10607.4839;9853.8264
600;10307.523;10544.2577;10525.2655;9977.2011;10247.0122;10614.1696;9875.4407;10358.1236;9848.2236
600.5;10259.8651;10389.732;10783.6734;9783.3714;10190.9385;10473.5305;9691.8258;10321.5439;9972.1939
601;10203.048;10142.6588;10565.2915;10220.1892;10001.6164;10587.2263;9926.7768;10401.2873;9970.9709
601.5;10157.8371;10130.2893;10391.7515;9934.3286;10049.7964;10550.5725;9908.634;10290.5937;9829.3233
602;10341.0541;10539.9752;10569.4995;10366.1139;10281.3683;10552.3414;9718.9417;10618.4586;9592.1546
602.5;10273.1556;10416.757;10638.2782;10242.6956;10360.6;10683.2536;9883.7316;9935.4621;9966.1237
603;10391.7218;10749.874;10500.9522;9794.1017;9885.6697;10529.8859;9740.4257;10171.7355;10393.5979
603.5;9945.849;10448.1461;10503.2911;10090.6206;10151.6743;10703.7021;9883.2005;10147.2252;9572.8044
604;10379.6174;10502.5862;10374.8307;9714.1267;10418.2278;10548.145;9698.5492;10173.8873;9866.5964
604.5;10081.0524;10473.941;10998.9037;10327.5066;10396.1165;10663.4789;9446.4567;10057.7446;9819.2798
605;10376.7079;10342.3749;10566.9768;10135.5493;10422.6479;10630.0948;10109.5651;10013.9493;9985.4728
605.5;10329.2858;10808.7435;10839.5367;10023.9958;10412.9892;11026.3618;9622.7512;10191.1965;9843.4872
606;10292.6748;10323.4574;10678.9398;10078.7118;10262.5956;10823.754;9872.5854;10227.5737;9983.9404
606.5;10539.5461;10313.5756;10695.2066;9954.5649;9917.7484;10674.4587;10053.3712;10039.5124;10293.1606
607;10507.3479;10789.4248;10615.2178;10073.1115;10290.7503;10507.0479;9939.7914;10370.8074;9970.2209
607.5;10509.1291;10639.2393;11135.9482;9565.3323;10221.7383;10292.7561;9928.3479;10242.7901;9861.8077
608;10340.0257;10583.5874;11051.6327;9989.2336;10141.6871;10650.9542;10226.0564;10295.5332;9678.991
608.5;10456.4757;10323.613;10859.9701;10176.0612;10100.451;10857.9398;10124.0683;10118.8628;10002.5132
609;10433.5049;10090.3622;10727.3401;9880.0483;10031.28;10560.8168;9794.3947;9949.8129;9668.178
609.5;10150.5013;10917.915;10986.5694;9702.5629;10295.0829;10425.6616;10361.5424;10379.5192;9642.5611
610;10318.7313;10648.124;10762.4039;9758.8641;10215.1694;10221.8805;10085.8473;10654.0737;9859.0969
610.5;9986.9393;10146.8129;10827.5657;9771.1655;10228.0653;10270.7004;10131.4265;10483.8103;9850.6518
611;10191.4788;10199.5022;10725.3043;9751.1608;10192.58;10491.4024;9854.0571;10444.3111;9956.246
611.5;10416.2411;10651.9358;10622.5988;10198.5367;10218.3139;10149.2106;9659.1533;10504.9112;9841.3576
612;10946.6985;10402.5591;10606.561;9852.5417;10138.4802;10301.0554;9991.6447;10539.6876;10220.7229
612.5;10400.3664;10745.6765;10895.0826;9910.4777;10145.2829;10413.8399;9755.5554;10291.8719;10009.7409
613;10075.8001;10421.7292;10752.8146;10274.3512;10552.9891;10352.5432;9677.7148;10631.8543;9885.9031
613.5;10442.371;10316.0339;10849.9397;10483.9288;10376.2813;10561.439;9734.8115;10603.8451;9859.937
614;10138.7217;10220.3708;10745.1226;9995.726;10167.1942;10602.5299;9768.6886;10268.5946;10071.4129
614.5;10391.7464;10344.9505;10355.0334;10637.2247;10006.4344;10198.606;9855.8333;10219.2532;10064.8041
615;10270.0365;10423.0469;10479.7334;10504.2437;10249.7305;10520.957;9515.7533;10246.4178;9573.6098
615.5;10320.4654;10722.6291;11031.7144;10317.2745;9960.2369;10488.1733;9695.0685;10656.5068;10286.12
616;10501.7954;10667.4082;10873.2713;10511.6579;10501.0357;10435.8501;9851.2075;10707.6288;10532.167
616.5;10106.42;10255.6767;10640.7915;10289.0904;10329.9308;10602.9465;9637.8219;10128.151;10250.4006
617;10359.3905;10220.7249;10961.6506;10323.061;10142.8858;10078.9243;9903.4874;10886.0921;9908.7666
617.5;10193.9193;10396.5602;10730.1092;10097.5039;10348.5512;10481.003;9860.0902;10376.5571;10364.5062
618;10239.1781;10281.464;10619.3413;10217.0135;10317.5445;10559.1954;9893.9352;10321.3374;10178.475
618.5;9917.2943;10212.1673;10989.4806;9916.3518;10172.2248;10133.4487;9689.9259;10387.638;10193.8369
619;10227.1188;10231.7495;11029.035;10500.4368;10357.4233;10406.2873;9607.7903;9985.3655;10014.3306
619.5;10086.5349;10311.0263;10692.9136;10052.0019;10369.6985;10057.1111;9741.7354;10311.0942;9478.4876
620;10065.2861;10458.535;10393.6312;9932.2834;10043.2932;10241.9302;9784.2425;10314.1109;10233.6041
620.5;10172.8214;10739.953;10577.2331;9842.2796;10173.395;10236.7954;9786.6513;10625.199;10075.267
621;9722.4897;10730.4318;10609.4587;9849.2066;10212.3976;10681.5619;9938.1449;10498.1151;10068.0298
621.5;10263.2331;10507.6229;10649.0528;9708.7463;10182.8009;10396.1915;9939.9877;10442.4758;10217.693
622;10628.5584;10471.1176;10716.9283;10257.2483;9989.7363;10228.6861;9700.8741;10479.773;10079.3675
622.5;10185.3762;10678.7684;11165.7948;10023.7417;10226.3166;10213.1453;9667.5837;10695.3781;10245.9827
623;10397.515;10883.7345;10752.1754;9912.9555;10483.1635;10185.445;9349.2598;10329.0636;10153.8207
623.5;10309.8297;10785.7739;10763.883;10296.6979;10260.163;10422.5327;9834.6192;10643.3778;10315.7664
624;10200.3112;10629.5765;10808.784;9842.1119;10358.9742;10530.6412;9528.1674;10052.7363;10358.3823
624.5;10389.1787;10338.1351;10702.1985;9782.4981;10528.6072;10353.9094;9666.6202;10333.09;10127.3746
625;10062.0674;10495.7099;10761.541;9805.2072;10303.9127;10255.7779;9516.057;10518.3727;10015.0564
625.5;10472.014;10845.2506;10914.7349;10081.731;10560.6412;10277.3063;9829.2931;10364.7697;9810.422
626;10097.1849;10463.114;10810.293;10326.902;10418.3769;10145.1861;9941.7359;10740.4932;10281.7239
626.5;9999.2679;10476.9726;10800.9559;9843.2176;10312.8219;10158.0214;9897.0653;10380.9329;10351.5031
627;10162.8052;10407.4884;10674.8212;10463.7419;10670.2592;10443.9522;10206.1846;10491.9256;10044.2396
627.5;10202.5467;10370.44;10924.6732;10138.0417;10387.7504;10355.0366;9800.8861;10172.7581;10283.8716
628;10134.4493;10721.9117;10793.8792;10056.4587;10480.15;10286.7354;9768.4315;10284.2333;9905.7454
628.5;9985.9209;10439.2891;10874.278;10109.062;10369.1855;10045.1064;9752.4743;10043.5677;10733.7241
629;10283.3397;10497.0055;10677.481;10063.1897;10296.7764;10346.636;9802.3419;10323.0244;10213.9777
629.5;10227.9965;10268.1106;10975.5861;9945.6411;10756.7034;10361.0862;9686.0097;10428.5709;10412.8906
630;10335.2602;9932.0062;10634.9423;10043.4792;10669.8683;10075.6445;10046.8643;10620.2747;9894.4871
630.5;10438.1061;10386.6006;10668.6763;9842.3342;10236.7065;10008.6197;10509.7511;10726.7657;9487.3842
631;10333.9111;9730.1975;10975.2855;10188.8056;10226.2854;10106.5499;9718.0973;10800.2769;9964.2255
631.5;10074.1117;10050.6211;10924.3357;9800.8349;10601.275;10244.3152;9813.3757;10754.4015;9808.2712
632;9968.0256;10334.189;10878.1778;9405.7371;10699.3834;10389.8984;9836.5408;10281.4548;9993.0538
632.5;10358.7222;10284.0739;11032.966;9842.4019;10364.1864;10380.5238;9871.2244;10508.26;9932.5621
633;10307.3919;10592.2826;10908.4904;9697.3355;10050.8308;10370.7643;9982.7214;10119.245;9790.3383
633.5;9976.3988;10849.916;11078.2583;9992.4059;10320.7468;10285.4405;9992.2879;10254.6019;9901.4575
634;9920.2284;10533.105;10424.0964;9839.7177;9980.1204;10777.3485;9753.5174;10267.8417;10247.253
634.5;10141.3686;10640.7308;10384.1849;9960.6593;10421.7298;10628.169;9848.3125;10252.1178;9904.1795
635;10534.3932;10470.9822;10735.2596;9475.7472;10076.9229;10424.3931;9974.143;10362.6018;9914.1532
635.5;9954.0884;10652.6315;10706.6943;9921.7698;10320.7738;10636.2453;9847.2081;10391.3932;9964.9326
636;9764.7043;10545.6604;10868.7728;9559.696;10176.5753;10548.3262;9873.6268;10450.7721;9813.5693
636.5;10311.3194;10169.611;10713.2443;10060.0895;10137.2673;10595.4507;9839.5212;10338.5343;9891.7421
637;9989.131;10304.9437;10673.4737;9908.3879;10324.2203;10261.0505;9918.0575;10211.1654;9664.7046
637.5;9941.7952;10273.3523;10875.3399;9760.7962;9834.6584;10048.1863;10207.6276;10603.7911;9973.3535
638;10057.7744;10522.1873;10605.3608;9922.0652;10028.2703;10048.4666;9948.7495;10554.8339;10303.4693
638.5;10011.6344;10375.5121;10503.6608;9566.1331;10355.3914;10195.8573;9684.9901;10030.8241;10098.2599
639;10196.9358;10332.0276;10751.3735;9807.5206;10348.5322;10195.7714;9641.1995;10177.0906;10073.3553
639.5;10148.0388;10492.2408;10880.3369;9548.5774;10105.7061;10345.5774;9727.831;10596.2246;9913.2312
640;10064.8877;10623.9194;10748.311;9726.4038;10410.9193;10339.2177;9723.1093;10425.7802;10199.9764
640.5;10236.1344;10846.8004;10497.1905;9330.1091;10580.2621;10407.2418;9610.4025;10530.5591;10168.4425
641;10026.4177;10503.432;10681.6775;9475.7226;10441.8133;10317.1414;9856.5616;10897.3592;9752.971
641.5;10103.4117;10465.1605;10673.7022;9987.0438;10533.2293;10620.7972;9752.4265;10511.0346;9958.9948
642;9860.6438;10289.9717;10933.6758;9345.2043;10336.4362;10496.5879;9540.9378;10640.0903;9773.0564
642.5;9865.808;10291.7046;10654.2752;9115.2018;10239.8226;10703.585;9538.2858;10887.1797;9783.7503
643;9891.8987;10515.0079;11187.2587;9596.2965;10075.5913;10477.5831;9659.9786;10721.3333;9488.5087
643.5;9830.432;10527.6729;10672.3758;9745.8126;10544.8054;10848.5023;9748.7924;10478.8835;10115.0395
644;10020.9502;10446.3482;10539.6595;9680.6314;10371.0863;10821.2822;9731.8098;10569.4358;9884.6131
644.5;9802.0549;10645.8734;10575.1155;9510.6156;10397.2974;10733.3956;9400.4425;10616.5731;9802.7569
645;9824.7887;10435.3912;10723.135;9676.3704;10259.1351;10457.2893;9525.6276;10420.2424;9922.5271
645.5;10390.8747;10438.2001;10805.2561;9589.2887;10349.9619;10438.7282;9495.5419;10744.3821;10353.6287
646;9825.1731;10508.74;10843.406;9821.1913;10190.3764;10445.4077;9267.966;10388.5975;10372.8516
646.5;9770.1257;10413.8494;10897.3564;9285.7928;10162.1375;10667.0358;9283.1932;10439.2479;9991.867
647;10479.2937;10205.1488;10749.9449;9521.5824;10074.3058;10490.215;9497.275;10399.0446;10397.3912
647.5;9898.6642;10721.8728;10561.9764;9738.0908;9849.1289;10500.638;9974.0072;10501.6971;9787.2309
648;10013.9672;10852.1671;10653.9606;9466.0297;10077.7974;10558.1274;9710.3285;10622.162;9650.702
648.5;10444.9864;10457.8017;10837.546;9883.8908;10037.3819;10820.418;9590.6996;10483.0117;10057.1772
649;10050.6714;10094.2534;10742.2359;9736.9302;10016.6469;11089.0036;9592.6096;10373.3953;9996.4691
649.5;9970.567;10413.2737;10536.8917;9726.8907;10066.0871;11120.6219;9292.787;10158.0259;10156.1436
650;10088.1303;10589.3613;10837.1784;10474.645;10813.4896;10730.7917;9952.8116;10813.8863;10053.186
650.5;10041.5979;10567.6228;10846.5161;9973.1484;9685.6464;10358.4586;9854.9473;10392.0488;10104.1037
651;10133.6989;10351.1122;10736.1631;9961.8425;10017.7065;10678.6952;9475.7411;10703.1168;10011.0742
651.5;9873.7065;10473.0056;10637.4347;9898.5952;10020.5415;10614.7307;9443.4604;10542.3157;9788.3159
652;9851.592;10589.2659;10480.345;9615.7325;10067.4402;10642.035;9630.0868;10419.4804;9703.9094
652.5;9819.9637;10422.8368;10547.1687;9718.4764;9918.2644;10781.5518;9424.6147;10552.0357;9745.2285
653;10204.1064;10334.9725;10600.8727;9663.7216;10475.5568;10911.5482;9596.8482;10494.4776;10149.2707
653.5;10651.0006;10366.8921;10454.4218;9494.4637;10087.0431;10658.6337;9994.2511;10801.3896;9965.6058
654;10211.2395;10377.272;10597.6145;9625.3493;10172.4496;10905.0899;9559.5646;10652.4383;9883.6304
654.5;10154.3436;10275.2979;10510.8776;9469.0683;10320.0426;10516.752;10106.9018;10715.3198;9691.0451
655;10129.4019;10922.2849;10777.5588;10056.8288;10614.4536;10593.3634;9993.467;10593.7118;9388.1553
655.5;9920.4094;10588.3733;10742.974;9975.5951;10189.0855;10615.2416;9865.2711;10222.1222;9775.7986
656;10567.84;10300.9156;10487.4927;10017.7047;10385.1099;10739.6512;9631.9397;10744.3474;10070.7795
656.5;9882.0239;10284.9844;10737.2177;10003.5867;10361.584;11139.3894;9416.1686;10851.849;10287.7472
657;10128.8945;10710.2466;10267.109;9850.3554;10181.0273;10906.7135;9647.703;10361.8293;9580.6869
657.5;9997.4626;10110.433;10668.3689;10215.6847;9931.8588;11067.9809;9349.7134;10296.9562;9815.8044
658;10101.7712;10233.6988;10096.0444;10290.9649;10563.1011;10381.0605;9835.9351;10736.2415;9612.7945
658.5;9887.6955;10904.2813;10472.356;10051.2767;10452.2212;10299.4722;9865.5163;10392.4525;9802.3257
659;10201.4647;10580.5579;11030.5433;10289.4191;10371.614;10291.4445;9660.8704;10615.0246;10140.9344
659.5;9663.653;10620.3097;10519.2488;9913.0884;10092.5353;10761.7276;10236.0619;10593.7555;9766.8645
660;10143.7612;10518.6348;10691.3799;10323.0656;10481.8248;10463.0208;9779.6288;10921.6907;10085.3749
660.5;9960.0268;10424.3438;10843.8121;10088.8516;10458.7785;10487.7121;9378.5764;10664.996;9980.397
661;10072.2968;10776.5938;10633.7611;9884.8539;10424.5303;10986.4479;9622.5528;10809.6488;9585.6643
661.5;10004.2171;10673.0933;10865.6615;10224.2556;10137.1079;10445.4142;9587.4635;10757.5625;10159.719
662;10008.5575;10393.694;10714.2805;9973.8018;10524.6083;10634.9967;9773.8601;10649.0308;10056.6605
662.5;10221.5756;10621.4733;10551.1696;10164.3298;10224.4787;10473.9463;9767.4489;10786.6567;9992.8946
663;10060.862;10237.4973;10349.5131;10508.9271;10032.2825;10539.6009;9759.9297;10475.8261;9745.8001
663.5;10244.4762;10685.4462;10627.3619;10468.5168;10028.9803;10334.638;9762.444;10479.5807;10105.9905
664;10006.6711;10461.2299;10225.5571;10426.6175;9813.9713;10507.2228;9715.066;10564.3271;9584.7937
664.5;10356.4135;11018.7656;10636.0311;10459.7795;10309.7786;10589.7317;9766.7729;10636.3641;9649.8379
665;10168.5112;10600.8878;10240.2304;10105.0176;10113.2599;10601.6877;10148.7956;10569.5878;10082.6012
665.5;10390.5787;10577.5542;10208.5069;10223.3678;10261.3836;10834.2693;9690.09;10139.8123;9939.8825
666;10430.0045;10104.0235;10286.0581;9838.0684;10362.8375;10481.6041;9818.2177;10500.5665;9924.3321
666.5;10123.2052;10799.2609;10573.7629;10221.5805;10206.3296;10583.867;10075.9797;10647.341;9997.8543
667;10521.0274;10577.2528;10066.2732;10142.1693;10155.7026;10277.7374;9908.6607;10309.3002;9901.7811
667.5;10534.1579;10530.8732;10428.3193;10314.3387;10291.4206;9949.0353;10128.28;10722.8264;9924.8821
668;10252.3355;10468.3892;10374.794;9732.003;10536.1856;10400.1318;9851.6917;10650.2265;9744.48
668.5;10036.4514;10760.6849;10350.0085;10185.0083;10583.4418;10470.322;9947.553;10614.5372;9540.1656
669;10177.0213;10175.566;10352.4157;9904.1694;10104.4716;10259.7932;9784.6816;10863.0138;9811.4872
669.5;10232.3145;10682.422;10532.7244;10114.3526;10655.4598;10337.2144;9883.883;10779.8408;9734.2996
670;10516.5345;10313.5773;11008.4747;10102.8742;10402.4516;10495.3695;9906.488;10753.654;10129.2927
670.5;10435.1646;10374.3984;10579.7771;9846.49;10164.5404;10822.765;9850.0473;10695.5897;10048.79
671;10785.3894;10645.8374;10334.5749;9933.9421;10417.067;10559.6152;9673.5;10463.6628;9796.9132
671.5;10133.7537;10231.091;10348.4331;10029.204;10370.4291;10626.8533;10079.6304;10621.2215;9806.675
672;9954.8854;10606.5927;10194.3487;9910.6867;10613.4781;10861.2158;10145.6154;10739.0107;9721.5108
672.5;10152.9757;10388.296;10476.5498;10160.9119;10167.952;10836.1903;9956.5926;10342.9468;9611.0234
673;9990.1355;10599.898;10511.8939;10048.8797;10044.5069;10911.7912;10278.7041;10155.1235;9632.612
673.5;10511.7092;10491.8844;10377.4879;10047.3274;10333.3559;10301.0006;9763.5693;10582.3987;10045.9931
674;10368.4723;9920.1098;10405.5987;10086.8074;9992.239;10273.622;9984.5842;10549.3931;9724.0964
674.5;10165.5766;10558.9236;10686.3707;10002.0302;10322.2311;10370.0411;9831.9197;10797.4014;9615.2655
675;10436.5682;10550.6013;10310.507;10153.7595;10161.5091;10245.3867;9784.9106;10816.6182;10238.1694
675.5;10549.3229;10543.9112;10664.2728;10029.8292;10345.7388;10222.6527;9474.0247;10710.7278;9647.5069
676;10403.583;10255.9784;10463.3257;10173.7905;10420.0739;10412.1724;9689.4864;10775.2978;9965.241
676.5;10249.5736;10523.6038;11018.9076;9772.2498;10399.538;10425.7584;9901.8844;10667.3645;9851.1141
